"","sex","race","ethnic_origin","age","year","quarter","n_persons","median_weekly_earn"
"1877","Both Sexes","White","All Origins","25 years and over",2017,1,78851000,937
"1878","Both Sexes","White","All Origins","25 years and over",2017,2,79864000,938
"1879","Both Sexes","White","All Origins","25 years and over",2017,3,80300000,937
"1880","Both Sexes","White","All Origins","25 years and over",2017,4,80442000,935
"1881","Both Sexes","White","All Origins","25 years and over",2018,1,80170000,954
"1882","Both Sexes","White","All Origins","25 years and over",2018,2,81028000,961
"1883","Both Sexes","White","All Origins","25 years and over",2018,3,81289000,968
"1884","Both Sexes","White","All Origins","25 years and over",2018,4,81386000,979
"1885","Both Sexes","White","All Origins","25 years and over",2019,1,81323000,986
"1886","Both Sexes","White","All Origins","25 years and over",2019,2,81893000,987
"1887","Both Sexes","White","All Origins","25 years and over",2019,3,81617000,998
"1888","Both Sexes","White","All Origins","25 years and over",2019,4,82974000,1011
"1889","Both Sexes","White","All Origins","25 years and over",2020,1,81761000,1023
"1890","Both Sexes","White","All Origins","25 years and over",2020,2,74290000,1069
"1891","Both Sexes","White","All Origins","25 years and over",2020,3,76953000,1070
"1892","Both Sexes","White","All Origins","25 years and over",2020,4,78253000,1058
"1893","Men","White","All Origins","25 years and over",2010,1,40523000,913
"1894","Men","White","All Origins","25 years and over",2010,2,41795000,888
"1895","Men","White","All Origins","25 years and over",2010,3,42373000,895
"1896","Men","White","All Origins","25 years and over",2010,4,42151000,901
"1897","Men","White","All Origins","25 years and over",2011,1,41100000,902
"1898","Men","White","All Origins","25 years and over",2011,2,42302000,909
"1899","Men","White","All Origins","25 years and over",2011,3,42668000,907
"1900","Men","White","All Origins","25 years and over",2011,4,42811000,919
"1901","Men","White","All Origins","25 years and over",2012,1,41920000,928
"1902","Men","White","All Origins","25 years and over",2012,2,42586000,943
"1903","Men","White","All Origins","25 years and over",2012,3,42787000,911
"1904","Men","White","All Origins","25 years and over",2012,4,42780000,947
"1905","Men","White","All Origins","25 years and over",2013,1,42293000,936
"1906","Men","White","All Origins","25 years and over",2013,2,42899000,936
"1907","Men","White","All Origins","25 years and over",2013,3,43208000,925
"1908","Men","White","All Origins","25 years and over",2013,4,42772000,945
"1909","Men","White","All Origins","25 years and over",2014,1,42652000,948
"1910","Men","White","All Origins","25 years and over",2014,2,43862000,942
"1911","Men","White","All Origins","25 years and over",2014,3,44033000,951
"1912","Men","White","All Origins","25 years and over",2014,4,43908000,960
"1913","Men","White","All Origins","25 years and over",2015,1,43560000,969
"1914","Men","White","All Origins","25 years and over",2015,2,44490000,969
"1915","Men","White","All Origins","25 years and over",2015,3,44869000,972
"1916","Men","White","All Origins","25 years and over",2015,4,44569000,986
"1917","Men","White","All Origins","25 years and over",2016,1,44293000,988
"1918","Men","White","All Origins","25 years and over",2016,2,44629000,997
"1919","Men","White","All Origins","25 years and over",2016,3,45245000,992
"1920","Men","White","All Origins","25 years and over",2016,4,45091000,1006
"1921","Men","White","All Origins","25 years and over",2017,1,44841000,1025
"1922","Men","White","All Origins","25 years and over",2017,2,45465000,1020
"1923","Men","White","All Origins","25 years and over",2017,3,45899000,1019
"1924","Men","White","All Origins","25 years and over",2017,4,45640000,1028
"1925","Men","White","All Origins","25 years and over",2018,1,45525000,1055
"1926","Men","White","All Origins","25 years and over",2018,2,46144000,1044
"1927","Men","White","All Origins","25 years and over",2018,3,46329000,1070
"1928","Men","White","All Origins","25 years and over",2018,4,46023000,1086
"1929","Men","White","All Origins","25 years and over",2019,1,46245000,1102
"1930","Men","White","All Origins","25 years and over",2019,2,46561000,1096
"1931","Men","White","All Origins","25 years and over",2019,3,46419000,1104
"1932","Men","White","All Origins","25 years and over",2019,4,46634000,1127
"1933","Men","White","All Origins","25 years and over",2020,1,45729000,1154
"1934","Men","White","All Origins","25 years and over",2020,2,42280000,1173
"1935","Men","White","All Origins","25 years and over",2020,3,43577000,1174
"1936","Men","White","All Origins","25 years and over",2020,4,43994000,1163
"1937","Women","White","All Origins","25 years and over",2010,1,31579000,716
"1938","Women","White","All Origins","25 years and over",2010,2,32079000,715
"1939","Women","White","All Origins","25 years and over",2010,3,31929000,720
"1940","Women","White","All Origins","25 years and over",2010,4,32229000,725
"1941","Women","White","All Origins","25 years and over",2011,1,31774000,732
"1942","Women","White","All Origins","25 years and over",2011,2,32034000,735
"1943","Women","White","All Origins","25 years and over",2011,3,31928000,737
"1944","Women","White","All Origins","25 years and over",2011,4,32264000,740
"1945","Women","White","All Origins","25 years and over",2012,1,31765000,746
"1946","Women","White","All Origins","25 years and over",2012,2,32271000,736
"1947","Women","White","All Origins","25 years and over",2012,3,31863000,746
"1948","Women","White","All Origins","25 years and over",2012,4,32598000,744
"1949","Women","White","All Origins","25 years and over",2013,1,32477000,751
"1950","Women","White","All Origins","25 years and over",2013,2,32249000,753
"1951","Women","White","All Origins","25 years and over",2013,3,32492000,755
"1952","Women","White","All Origins","25 years and over",2013,4,32841000,761
"1953","Women","White","All Origins","25 years and over",2014,1,32976000,771
"1954","Women","White","All Origins","25 years and over",2014,2,32745000,758
"1955","Women","White","All Origins","25 years and over",2014,3,32936000,767
"1956","Women","White","All Origins","25 years and over",2014,4,33089000,773
"1957","Women","White","All Origins","25 years and over",2015,1,33319000,776
"1958","Women","White","All Origins","25 years and over",2015,2,33341000,774
"1959","Women","White","All Origins","25 years and over",2015,3,33232000,781
"1960","Women","White","All Origins","25 years and over",2015,4,33895000,782
"1961","Women","White","All Origins","25 years and over",2016,1,33768000,801
"1962","Women","White","All Origins","25 years and over",2016,2,34049000,797
"1963","Women","White","All Origins","25 years and over",2016,3,33893000,805
"1964","Women","White","All Origins","25 years and over",2016,4,33738000,822
"1965","Women","White","All Origins","25 years and over",2017,1,34010000,827
"1966","Women","White","All Origins","25 years and over",2017,2,34399000,845
"1967","Women","White","All Origins","25 years and over",2017,3,34400000,839
"1968","Women","White","All Origins","25 years and over",2017,4,34802000,828
"1969","Women","White","All Origins","25 years and over",2018,1,34645000,845
"1970","Women","White","All Origins","25 years and over",2018,2,34884000,857
"1971","Women","White","All Origins","25 years and over",2018,3,34960000,867
"1972","Women","White","All Origins","25 years and over",2018,4,35363000,859
"1973","Women","White","All Origins","25 years and over",2019,1,35078000,864
"1974","Women","White","All Origins","25 years and over",2019,2,35332000,874
"1975","Women","White","All Origins","25 years and over",2019,3,35198000,895
"1976","Women","White","All Origins","25 years and over",2019,4,36340000,898
"1977","Women","White","All Origins","25 years and over",2020,1,36032000,910
"1978","Women","White","All Origins","25 years and over",2020,2,32010000,971
"1979","Women","White","All Origins","25 years and over",2020,3,33375000,952
"1980","Women","White","All Origins","25 years and over",2020,4,34259000,951
"1981","Both Sexes","White","All Origins","25 to 54 years",2010,1,57530000,803
"1982","Both Sexes","White","All Origins","25 to 54 years",2010,2,58780000,785
"1983","Both Sexes","White","All Origins","25 to 54 years",2010,3,59040000,789
"1984","Both Sexes","White","All Origins","25 to 54 years",2010,4,59202000,803
"1985","Both Sexes","White","All Origins","25 to 54 years",2011,1,57784000,801
"1986","Both Sexes","White","All Origins","25 to 54 years",2011,2,58984000,806
"1987","Both Sexes","White","All Origins","25 to 54 years",2011,3,58821000,811
"1988","Both Sexes","White","All Origins","25 to 54 years",2011,4,59174000,819
"1989","Both Sexes","White","All Origins","25 to 54 years",2012,1,57553000,826
"1990","Both Sexes","White","All Origins","25 to 54 years",2012,2,58671000,833
"1991","Both Sexes","White","All Origins","25 to 54 years",2012,3,58273000,816
"1992","Both Sexes","White","All Origins","25 to 54 years",2012,4,58470000,830
"1993","Both Sexes","White","All Origins","25 to 54 years",2013,1,58006000,839
"1994","Both Sexes","White","All Origins","25 to 54 years",2013,2,58203000,831
"1995","Both Sexes","White","All Origins","25 to 54 years",2013,3,58643000,829
"1996","Both Sexes","White","All Origins","25 to 54 years",2013,4,58378000,840
"1997","Both Sexes","White","All Origins","25 to 54 years",2014,1,58213000,851
"1998","Both Sexes","White","All Origins","25 to 54 years",2014,2,58842000,841
"1999","Both Sexes","White","All Origins","25 to 54 years",2014,3,59576000,847
"2000","Both Sexes","White","All Origins","25 to 54 years",2014,4,59201000,855
"2001","Both Sexes","White","All Origins","25 to 54 years",2015,1,59009000,872
"2002","Both Sexes","White","All Origins","25 to 54 years",2015,2,59685000,858
"2003","Both Sexes","White","All Origins","25 to 54 years",2015,3,59912000,864
"2004","Both Sexes","White","All Origins","25 to 54 years",2015,4,59956000,876
"2005","Both Sexes","White","All Origins","25 to 54 years",2016,1,59597000,885
"2006","Both Sexes","White","All Origins","25 to 54 years",2016,2,60196000,893
"2007","Both Sexes","White","All Origins","25 to 54 years",2016,3,60598000,894
"2008","Both Sexes","White","All Origins","25 to 54 years",2016,4,60428000,911
"2009","Both Sexes","White","All Origins","25 to 54 years",2017,1,59927000,924
"2010","Both Sexes","White","All Origins","25 to 54 years",2017,2,60610000,922
"2011","Both Sexes","White","All Origins","25 to 54 years",2017,3,60891000,913
"2012","Both Sexes","White","All Origins","25 to 54 years",2017,4,61211000,916
"2013","Both Sexes","White","All Origins","25 to 54 years",2018,1,60999000,944
"2014","Both Sexes","White","All Origins","25 to 54 years",2018,2,61396000,934
"2015","Both Sexes","White","All Origins","25 to 54 years",2018,3,61382000,952
"2016","Both Sexes","White","All Origins","25 to 54 years",2018,4,61482000,956
"2017","Both Sexes","White","All Origins","25 to 54 years",2019,1,61438000,971
"2018","Both Sexes","White","All Origins","25 to 54 years",2019,2,61709000,972
"2019","Both Sexes","White","All Origins","25 to 54 years",2019,3,61309000,988
"2020","Both Sexes","White","All Origins","25 to 54 years",2019,4,62404000,996
"2021","Both Sexes","White","All Origins","25 to 54 years",2020,1,61662000,1006
"2022","Both Sexes","White","All Origins","25 to 54 years",2020,2,55936000,1058
"2023","Both Sexes","White","All Origins","25 to 54 years",2020,3,57649000,1056
"2024","Both Sexes","White","All Origins","25 to 54 years",2020,4,58676000,1036
"2025","Men","White","All Origins","25 to 54 years",2010,1,32639000,893
"2026","Men","White","All Origins","25 to 54 years",2010,2,33590000,869
"2027","Men","White","All Origins","25 to 54 years",2010,3,34060000,871
"2028","Men","White","All Origins","25 to 54 years",2010,4,33886000,879
"2029","Men","White","All Origins","25 to 54 years",2011,1,33002000,876
"2030","Men","White","All Origins","25 to 54 years",2011,2,33833000,887
"2031","Men","White","All Origins","25 to 54 years",2011,3,33922000,888
"2032","Men","White","All Origins","25 to 54 years",2011,4,34141000,893
"2033","Men","White","All Origins","25 to 54 years",2012,1,33050000,903
"2034","Men","White","All Origins","25 to 54 years",2012,2,33829000,925
"2035","Men","White","All Origins","25 to 54 years",2012,3,33753000,892
"2036","Men","White","All Origins","25 to 54 years",2012,4,33405000,916
"2037","Men","White","All Origins","25 to 54 years",2013,1,33115000,919
"2038","Men","White","All Origins","25 to 54 years",2013,2,33670000,907
"2039","Men","White","All Origins","25 to 54 years",2013,3,33724000,905
"2040","Men","White","All Origins","25 to 54 years",2013,4,33210000,909
"2041","Men","White","All Origins","25 to 54 years",2014,1,33072000,929
"2042","Men","White","All Origins","25 to 54 years",2014,2,34067000,919
"2043","Men","White","All Origins","25 to 54 years",2014,3,34250000,918
"2044","Men","White","All Origins","25 to 54 years",2014,4,33966000,925
"2045","Men","White","All Origins","25 to 54 years",2015,1,33720000,945
"2046","Men","White","All Origins","25 to 54 years",2015,2,34332000,943
"2047","Men","White","All Origins","25 to 54 years",2015,3,34585000,941
"2048","Men","White","All Origins","25 to 54 years",2015,4,34286000,950
"2049","Men","White","All Origins","25 to 54 years",2016,1,34154000,955
"2050","Men","White","All Origins","25 to 54 years",2016,2,34539000,971
"2051","Men","White","All Origins","25 to 54 years",2016,3,34810000,964
"2052","Men","White","All Origins","25 to 54 years",2016,4,34791000,974
"2053","Men","White","All Origins","25 to 54 years",2017,1,34374000,1009
"2054","Men","White","All Origins","25 to 54 years",2017,2,34705000,1005
"2055","Men","White","All Origins","25 to 54 years",2017,3,34871000,990
"2056","Men","White","All Origins","25 to 54 years",2017,4,34929000,1000
"2057","Men","White","All Origins","25 to 54 years",2018,1,34889000,1030
"2058","Men","White","All Origins","25 to 54 years",2018,2,35089000,1008
"2059","Men","White","All Origins","25 to 54 years",2018,3,35215000,1037
"2060","Men","White","All Origins","25 to 54 years",2018,4,34887000,1043
"2061","Men","White","All Origins","25 to 54 years",2019,1,35125000,1068
"2062","Men","White","All Origins","25 to 54 years",2019,2,35157000,1063
"2063","Men","White","All Origins","25 to 54 years",2019,3,34962000,1070
"2064","Men","White","All Origins","25 to 54 years",2019,4,35016000,1097
"2065","Men","White","All Origins","25 to 54 years",2020,1,34507000,1128
"2066","Men","White","All Origins","25 to 54 years",2020,2,31918000,1153
"2067","Men","White","All Origins","25 to 54 years",2020,3,32766000,1154
"2068","Men","White","All Origins","25 to 54 years",2020,4,32927000,1147
"2069","Women","White","All Origins","25 to 54 years",2010,1,24891000,717
"2070","Women","White","All Origins","25 to 54 years",2010,2,25191000,711
"2071","Women","White","All Origins","25 to 54 years",2010,3,24981000,710
"2072","Women","White","All Origins","25 to 54 years",2010,4,25317000,720
"2073","Women","White","All Origins","25 to 54 years",2011,1,24783000,725
"2074","Women","White","All Origins","25 to 54 years",2011,2,25151000,728
"2075","Women","White","All Origins","25 to 54 years",2011,3,24899000,730
"2076","Women","White","All Origins","25 to 54 years",2011,4,25033000,737
"2077","Women","White","All Origins","25 to 54 years",2012,1,24503000,736
"2078","Women","White","All Origins","25 to 54 years",2012,2,24843000,731
"2079","Women","White","All Origins","25 to 54 years",2012,3,24520000,737
"2080","Women","White","All Origins","25 to 54 years",2012,4,25065000,736
"2081","Women","White","All Origins","25 to 54 years",2013,1,24890000,744
"2082","Women","White","All Origins","25 to 54 years",2013,2,24533000,743
"2083","Women","White","All Origins","25 to 54 years",2013,3,24920000,746
"2084","Women","White","All Origins","25 to 54 years",2013,4,25168000,754
"2085","Women","White","All Origins","25 to 54 years",2014,1,25141000,771
"2086","Women","White","All Origins","25 to 54 years",2014,2,24775000,752
"2087","Women","White","All Origins","25 to 54 years",2014,3,25326000,760
"2088","Women","White","All Origins","25 to 54 years",2014,4,25235000,768
"2089","Women","White","All Origins","25 to 54 years",2015,1,25289000,773
"2090","Women","White","All Origins","25 to 54 years",2015,2,25352000,768
"2091","Women","White","All Origins","25 to 54 years",2015,3,25327000,772
"2092","Women","White","All Origins","25 to 54 years",2015,4,25670000,780
"2093","Women","White","All Origins","25 to 54 years",2016,1,25443000,791
"2094","Women","White","All Origins","25 to 54 years",2016,2,25657000,799
"2095","Women","White","All Origins","25 to 54 years",2016,3,25788000,799
"2096","Women","White","All Origins","25 to 54 years",2016,4,25637000,823
"2097","Women","White","All Origins","25 to 54 years",2017,1,25553000,820
"2098","Women","White","All Origins","25 to 54 years",2017,2,25906000,835
"2099","Women","White","All Origins","25 to 54 years",2017,3,26020000,821
"2100","Women","White","All Origins","25 to 54 years",2017,4,26282000,824
"2101","Women","White","All Origins","25 to 54 years",2018,1,26111000,848
"2102","Women","White","All Origins","25 to 54 years",2018,2,26307000,839
"2103","Women","White","All Origins","25 to 54 years",2018,3,26168000,869
"2104","Women","White","All Origins","25 to 54 years",2018,4,26595000,850
"2105","Women","White","All Origins","25 to 54 years",2019,1,26313000,857
"2106","Women","White","All Origins","25 to 54 years",2019,2,26552000,868
"2107","Women","White","All Origins","25 to 54 years",2019,3,26347000,901
"2108","Women","White","All Origins","25 to 54 years",2019,4,27388000,896
"2109","Women","White","All Origins","25 to 54 years",2020,1,27155000,906
"2110","Women","White","All Origins","25 to 54 years",2020,2,24018000,967
"2111","Women","White","All Origins","25 to 54 years",2020,3,24883000,951
"2112","Women","White","All Origins","25 to 54 years",2020,4,25749000,939
"2113","Both Sexes","White","All Origins","55 years and over",2010,1,14573000,866
"2114","Both Sexes","White","All Origins","55 years and over",2010,2,15094000,848
"2115","Both Sexes","White","All Origins","55 years and over",2010,3,15262000,878
"2116","Both Sexes","White","All Origins","55 years and over",2010,4,15178000,869
"2117","Both Sexes","White","All Origins","55 years and over",2011,1,15090000,898
"2118","Both Sexes","White","All Origins","55 years and over",2011,2,15352000,888
"2119","Both Sexes","White","All Origins","55 years and over",2011,3,15775000,876
"2120","Both Sexes","White","All Origins","55 years and over",2011,4,15901000,896
"2121","Both Sexes","White","All Origins","55 years and over",2012,1,16132000,913
"2122","Both Sexes","White","All Origins","55 years and over",2012,2,16186000,893
"2123","Both Sexes","White","All Origins","55 years and over",2012,3,16376000,890
"2124","Both Sexes","White","All Origins","55 years and over",2012,4,16909000,930
"2125","Both Sexes","White","All Origins","55 years and over",2013,1,16764000,904
"2126","Both Sexes","White","All Origins","55 years and over",2013,2,16945000,924
"2127","Both Sexes","White","All Origins","55 years and over",2013,3,17056000,903
"2128","Both Sexes","White","All Origins","55 years and over",2013,4,17235000,949
"2129","Both Sexes","White","All Origins","55 years and over",2014,1,17415000,911
"2130","Both Sexes","White","All Origins","55 years and over",2014,2,17765000,907
"2131","Both Sexes","White","All Origins","55 years and over",2014,3,17394000,938
"2132","Both Sexes","White","All Origins","55 years and over",2014,4,17796000,943
"2133","Both Sexes","White","All Origins","55 years and over",2015,1,17870000,924
"2134","Both Sexes","White","All Origins","55 years and over",2015,2,18146000,953
"2135","Both Sexes","White","All Origins","55 years and over",2015,3,18189000,965
"2136","Both Sexes","White","All Origins","55 years and over",2015,4,18507000,962
"2137","Both Sexes","White","All Origins","55 years and over",2016,1,18463000,982
"2138","Both Sexes","White","All Origins","55 years and over",2016,2,18481000,959
"2139","Both Sexes","White","All Origins","55 years and over",2016,3,18540000,970
"2140","Both Sexes","White","All Origins","55 years and over",2016,4,18402000,985
"2141","Both Sexes","White","All Origins","55 years and over",2017,1,18923000,984
"2142","Both Sexes","White","All Origins","55 years and over",2017,2,19253000,984
"2143","Both Sexes","White","All Origins","55 years and over",2017,3,19409000,1012
"2144","Both Sexes","White","All Origins","55 years and over",2017,4,19231000,999
"2145","Both Sexes","White","All Origins","55 years and over",2018,1,19171000,991
"2146","Both Sexes","White","All Origins","55 years and over",2018,2,19632000,1042
"2147","Both Sexes","White","All Origins","55 years and over",2018,3,19907000,1019
"2148","Both Sexes","White","All Origins","55 years and over",2018,4,19904000,1054
"2149","Both Sexes","White","All Origins","55 years and over",2019,1,19885000,1031
"2150","Both Sexes","White","All Origins","55 years and over",2019,2,20184000,1026
"2151","Both Sexes","White","All Origins","55 years and over",2019,3,20309000,1030
"2152","Both Sexes","White","All Origins","55 years and over",2019,4,20570000,1075
"2153","Both Sexes","White","All Origins","55 years and over",2020,1,20099000,1099
"2154","Both Sexes","White","All Origins","55 years and over",2020,2,18355000,1116
"2155","Both Sexes","White","All Origins","55 years and over",2020,3,19304000,1127
"2156","Both Sexes","White","All Origins","55 years and over",2020,4,19577000,1126
"2157","Men","White","All Origins","55 years and over",2010,1,7884000,990
"2158","Men","White","All Origins","55 years and over",2010,2,8206000,968
"2159","Men","White","All Origins","55 years and over",2010,3,8313000,997
"2160","Men","White","All Origins","55 years and over",2010,4,8266000,1007
"2161","Men","White","All Origins","55 years and over",2011,1,8098000,1009
"2162","Men","White","All Origins","55 years and over",2011,2,8469000,996
"2163","Men","White","All Origins","55 years and over",2011,3,8745000,985
"2164","Men","White","All Origins","55 years and over",2011,4,8670000,1040
"2165","Men","White","All Origins","55 years and over",2012,1,8870000,1012
"2166","Men","White","All Origins","55 years and over",2012,2,8757000,1020
"2167","Men","White","All Origins","55 years and over",2012,3,9034000,990
"2168","Men","White","All Origins","55 years and over",2012,4,9376000,1073
"2169","Men","White","All Origins","55 years and over",2013,1,9177000,1000
"2170","Men","White","All Origins","55 years and over",2013,2,9229000,1061
"2171","Men","White","All Origins","55 years and over",2013,3,9484000,1012
"2172","Men","White","All Origins","55 years and over",2013,4,9562000,1094
"2173","Men","White","All Origins","55 years and over",2014,1,9580000,1006
"2174","Men","White","All Origins","55 years and over",2014,2,9795000,1017
"2175","Men","White","All Origins","55 years and over",2014,3,9784000,1071
"2176","Men","White","All Origins","55 years and over",2014,4,9943000,1058
"2177","Men","White","All Origins","55 years and over",2015,1,9840000,1060
"2178","Men","White","All Origins","55 years and over",2015,2,10157000,1080
"2179","Men","White","All Origins","55 years and over",2015,3,10284000,1106
"2180","Men","White","All Origins","55 years and over",2015,4,10283000,1144
"2181","Men","White","All Origins","55 years and over",2016,1,10138000,1135
"2182","Men","White","All Origins","55 years and over",2016,2,10090000,1114
"2183","Men","White","All Origins","55 years and over",2016,3,10434000,1134
"2184","Men","White","All Origins","55 years and over",2016,4,10301000,1153
"2185","Men","White","All Origins","55 years and over",2017,1,10467000,1098
"2186","Men","White","All Origins","55 years and over",2017,2,10760000,1104
"2187","Men","White","All Origins","55 years and over",2017,3,11028000,1161
"2188","Men","White","All Origins","55 years and over",2017,4,10711000,1150
"2189","Men","White","All Origins","55 years and over",2018,1,10636000,1146
"2190","Men","White","All Origins","55 years and over",2018,2,11055000,1165
"2191","Men","White","All Origins","55 years and over",2018,3,11114000,1166
"2192","Men","White","All Origins","55 years and over",2018,4,11136000,1218
"2193","Men","White","All Origins","55 years and over",2019,1,11120000,1204
"2194","Men","White","All Origins","55 years and over",2019,2,11404000,1193
"2195","Men","White","All Origins","55 years and over",2019,3,11457000,1183
"2196","Men","White","All Origins","55 years and over",2019,4,11618000,1220
"2197","Men","White","All Origins","55 years and over",2020,1,11223000,1265
"2198","Men","White","All Origins","55 years and over",2020,2,10362000,1242
"2199","Men","White","All Origins","55 years and over",2020,3,10811000,1271
"2200","Men","White","All Origins","55 years and over",2020,4,11067000,1223
"2201","Women","White","All Origins","55 years and over",2010,1,6689000,712
"2202","Women","White","All Origins","55 years and over",2010,2,6888000,729
"2203","Women","White","All Origins","55 years and over",2010,3,6949000,747
"2204","Women","White","All Origins","55 years and over",2010,4,6912000,739
"2205","Women","White","All Origins","55 years and over",2011,1,6991000,753
"2206","Women","White","All Origins","55 years and over",2011,2,6883000,762
"2207","Women","White","All Origins","55 years and over",2011,3,7030000,761
"2208","Women","White","All Origins","55 years and over",2011,4,7231000,749
"2209","Women","White","All Origins","55 years and over",2012,1,7262000,782
"2210","Women","White","All Origins","55 years and over",2012,2,7428000,758
"2211","Women","White","All Origins","55 years and over",2012,3,7343000,774
"2212","Women","White","All Origins","55 years and over",2012,4,7533000,768
"2213","Women","White","All Origins","55 years and over",2013,1,7587000,776
"2214","Women","White","All Origins","55 years and over",2013,2,7717000,783
"2215","Women","White","All Origins","55 years and over",2013,3,7572000,785
"2216","Women","White","All Origins","55 years and over",2013,4,7673000,788
"2217","Women","White","All Origins","55 years and over",2014,1,7835000,772
"2218","Women","White","All Origins","55 years and over",2014,2,7970000,772
"2219","Women","White","All Origins","55 years and over",2014,3,7610000,793
"2220","Women","White","All Origins","55 years and over",2014,4,7853000,792
"2221","Women","White","All Origins","55 years and over",2015,1,8030000,788
"2222","Women","White","All Origins","55 years and over",2015,2,7989000,811
"2223","Women","White","All Origins","55 years and over",2015,3,7905000,810
"2224","Women","White","All Origins","55 years and over",2015,4,8225000,789
"2225","Women","White","All Origins","55 years and over",2016,1,8325000,835
"2226","Women","White","All Origins","55 years and over",2016,2,8392000,791
"2227","Women","White","All Origins","55 years and over",2016,3,8105000,820
"2228","Women","White","All Origins","55 years and over",2016,4,8101000,821
"2229","Women","White","All Origins","55 years and over",2017,1,8456000,855
"2230","Women","White","All Origins","55 years and over",2017,2,8493000,875
"2231","Women","White","All Origins","55 years and over",2017,3,8381000,889
"2232","Women","White","All Origins","55 years and over",2017,4,8520000,840
"2233","Women","White","All Origins","55 years and over",2018,1,8534000,838
"2234","Women","White","All Origins","55 years and over",2018,2,8577000,919
"2235","Women","White","All Origins","55 years and over",2018,3,8793000,861
"2236","Women","White","All Origins","55 years and over",2018,4,8768000,894
"2237","Women","White","All Origins","55 years and over",2019,1,8765000,888
"2238","Women","White","All Origins","55 years and over",2019,2,8780000,894
"2239","Women","White","All Origins","55 years and over",2019,3,8851000,877
"2240","Women","White","All Origins","55 years and over",2019,4,8952000,908
"2241","Women","White","All Origins","55 years and over",2020,1,8877000,925
"2242","Women","White","All Origins","55 years and over",2020,2,7993000,981
"2243","Women","White","All Origins","55 years and over",2020,3,8492000,952
"2244","Women","White","All Origins","55 years and over",2020,4,8510000,993
"2245","Both Sexes","Black or African American","All Origins","16 years and over",2010,1,11375000,610
"2246","Both Sexes","Black or African American","All Origins","16 years and over",2010,2,11659000,607
"2247","Both Sexes","Black or African American","All Origins","16 years and over",2010,3,11761000,611
"2248","Both Sexes","Black or African American","All Origins","16 years and over",2010,4,11838000,614
"2249","Both Sexes","Black or African American","All Origins","16 years and over",2011,1,11453000,604
"2250","Both Sexes","Black or African American","All Origins","16 years and over",2011,2,11612000,623
"2251","Both Sexes","Black or African American","All Origins","16 years and over",2011,3,11633000,616
"2252","Both Sexes","Black or African American","All Origins","16 years and over",2011,4,11718000,621
"2253","Both Sexes","Black or African American","All Origins","16 years and over",2012,1,11935000,635
"2254","Both Sexes","Black or African American","All Origins","16 years and over",2012,2,12198000,637
"2255","Both Sexes","Black or African American","All Origins","16 years and over",2012,3,12340000,606
"2256","Both Sexes","Black or African American","All Origins","16 years and over",2012,4,12445000,615
"2257","Both Sexes","Black or African American","All Origins","16 years and over",2013,1,12432000,622
"2258","Both Sexes","Black or African American","All Origins","16 years and over",2013,2,12353000,634
"2259","Both Sexes","Black or African American","All Origins","16 years and over",2013,3,12571000,630
"2260","Both Sexes","Black or African American","All Origins","16 years and over",2013,4,12402000,632
"2261","Both Sexes","Black or African American","All Origins","16 years and over",2014,1,12501000,646
"2262","Both Sexes","Black or African American","All Origins","16 years and over",2014,2,12736000,649
"2263","Both Sexes","Black or African American","All Origins","16 years and over",2014,3,13195000,638
"2264","Both Sexes","Black or African American","All Origins","16 years and over",2014,4,13209000,621
"2265","Both Sexes","Black or African American","All Origins","16 years and over",2015,1,13241000,650
"2266","Both Sexes","Black or African American","All Origins","16 years and over",2015,2,13566000,647
"2267","Both Sexes","Black or African American","All Origins","16 years and over",2015,3,13842000,624
"2268","Both Sexes","Black or African American","All Origins","16 years and over",2015,4,13698000,643
"2269","Both Sexes","Black or African American","All Origins","16 years and over",2016,1,13582000,673
"2270","Both Sexes","Black or African American","All Origins","16 years and over",2016,2,13954000,677
"2271","Both Sexes","Black or African American","All Origins","16 years and over",2016,3,14210000,685
"2272","Both Sexes","Black or African American","All Origins","16 years and over",2016,4,14107000,675
"2273","Both Sexes","Black or African American","All Origins","16 years and over",2017,1,14085000,679
"2274","Both Sexes","Black or African American","All Origins","16 years and over",2017,2,14504000,689
"2275","Both Sexes","Black or African American","All Origins","16 years and over",2017,3,14727000,696
"2276","Both Sexes","Black or African American","All Origins","16 years and over",2017,4,14769000,666
"2277","Both Sexes","Black or African American","All Origins","16 years and over",2018,1,14715000,696
"2278","Both Sexes","Black or African American","All Origins","16 years and over",2018,2,14951000,683
"2279","Both Sexes","Black or African American","All Origins","16 years and over",2018,3,15338000,686
"2280","Both Sexes","Black or African American","All Origins","16 years and over",2018,4,15162000,712
"2281","Both Sexes","Black or African American","All Origins","16 years and over",2019,1,15231000,737
"2282","Both Sexes","Black or African American","All Origins","16 years and over",2019,2,15301000,724
"2283","Both Sexes","Black or African American","All Origins","16 years and over",2019,3,15843000,727
"2284","Both Sexes","Black or African American","All Origins","16 years and over",2019,4,15463000,756
"2285","Both Sexes","Black or African American","All Origins","16 years and over",2020,1,14902000,775
"2286","Both Sexes","Black or African American","All Origins","16 years and over",2020,2,13109000,805
"2287","Both Sexes","Black or African American","All Origins","16 years and over",2020,3,13868000,813
"2288","Both Sexes","Black or African American","All Origins","16 years and over",2020,4,14298000,792
"2289","Men","Black or African American","All Origins","16 years and over",2010,1,5140000,635
