"","sex","race","ethnic_origin","age","year","quarter","n_persons","median_weekly_earn"
"1016","Women","All Races","All Origins","35 to 44 years",2010,4,10434000,737
"1017","Women","All Races","All Origins","35 to 44 years",2011,1,10152000,728
"1018","Women","All Races","All Origins","35 to 44 years",2011,2,10274000,742
"1019","Women","All Races","All Origins","35 to 44 years",2011,3,10126000,728
"1020","Women","All Races","All Origins","35 to 44 years",2011,4,10266000,737
"1021","Women","All Races","All Origins","35 to 44 years",2012,1,10302000,756
"1022","Women","All Races","All Origins","35 to 44 years",2012,2,10405000,749
"1023","Women","All Races","All Origins","35 to 44 years",2012,3,10342000,740
"1024","Women","All Races","All Origins","35 to 44 years",2012,4,10591000,742
"1025","Women","All Races","All Origins","35 to 44 years",2013,1,10434000,757
"1026","Women","All Races","All Origins","35 to 44 years",2013,2,10262000,760
"1027","Women","All Races","All Origins","35 to 44 years",2013,3,10579000,775
"1028","Women","All Races","All Origins","35 to 44 years",2013,4,10645000,775
"1029","Women","All Races","All Origins","35 to 44 years",2014,1,10751000,787
"1030","Women","All Races","All Origins","35 to 44 years",2014,2,10456000,769
"1031","Women","All Races","All Origins","35 to 44 years",2014,3,10816000,784
"1032","Women","All Races","All Origins","35 to 44 years",2014,4,10508000,784
"1033","Women","All Races","All Origins","35 to 44 years",2015,1,10805000,796
"1034","Women","All Races","All Origins","35 to 44 years",2015,2,10783000,792
"1035","Women","All Races","All Origins","35 to 44 years",2015,3,10765000,788
"1036","Women","All Races","All Origins","35 to 44 years",2015,4,10855000,837
"1037","Women","All Races","All Origins","35 to 44 years",2016,1,10871000,822
"1038","Women","All Races","All Origins","35 to 44 years",2016,2,10863000,845
"1039","Women","All Races","All Origins","35 to 44 years",2016,3,10867000,827
"1040","Women","All Races","All Origins","35 to 44 years",2016,4,1.1e+07,859
"1041","Women","All Races","All Origins","35 to 44 years",2017,1,10923000,846
"1042","Women","All Races","All Origins","35 to 44 years",2017,2,11204000,877
"1043","Women","All Races","All Origins","35 to 44 years",2017,3,11023000,857
"1044","Women","All Races","All Origins","35 to 44 years",2017,4,11543000,855
"1045","Women","All Races","All Origins","35 to 44 years",2018,1,11515000,880
"1046","Women","All Races","All Origins","35 to 44 years",2018,2,11418000,866
"1047","Women","All Races","All Origins","35 to 44 years",2018,3,11507000,882
"1048","Women","All Races","All Origins","35 to 44 years",2018,4,11672000,877
"1049","Women","All Races","All Origins","35 to 44 years",2019,1,11508000,923
"1050","Women","All Races","All Origins","35 to 44 years",2019,2,11450000,908
"1051","Women","All Races","All Origins","35 to 44 years",2019,3,11791000,925
"1052","Women","All Races","All Origins","35 to 44 years",2019,4,11959000,923
"1053","Women","All Races","All Origins","35 to 44 years",2020,1,11776000,944
"1054","Women","All Races","All Origins","35 to 44 years",2020,2,10728000,1010
"1055","Women","All Races","All Origins","35 to 44 years",2020,3,11231000,989
"1056","Women","All Races","All Origins","35 to 44 years",2020,4,11436000,980
"1057","Both Sexes","All Races","All Origins","45 to 54 years",2010,1,24991000,852
"1058","Both Sexes","All Races","All Origins","45 to 54 years",2010,2,25279000,839
"1059","Both Sexes","All Races","All Origins","45 to 54 years",2010,3,25190000,841
"1060","Both Sexes","All Races","All Origins","45 to 54 years",2010,4,25363000,844
"1061","Both Sexes","All Races","All Origins","45 to 54 years",2011,1,24932000,854
"1062","Both Sexes","All Races","All Origins","45 to 54 years",2011,2,25421000,859
"1063","Both Sexes","All Races","All Origins","45 to 54 years",2011,3,25016000,867
"1064","Both Sexes","All Races","All Origins","45 to 54 years",2011,4,25163000,885
"1065","Both Sexes","All Races","All Origins","45 to 54 years",2012,1,25105000,880
"1066","Both Sexes","All Races","All Origins","45 to 54 years",2012,2,25484000,884
"1067","Both Sexes","All Races","All Origins","45 to 54 years",2012,3,25486000,871
"1068","Both Sexes","All Races","All Origins","45 to 54 years",2012,4,25307000,877
"1069","Both Sexes","All Races","All Origins","45 to 54 years",2013,1,24971000,889
"1070","Both Sexes","All Races","All Origins","45 to 54 years",2013,2,25204000,892
"1071","Both Sexes","All Races","All Origins","45 to 54 years",2013,3,25169000,870
"1072","Both Sexes","All Races","All Origins","45 to 54 years",2013,4,25055000,884
"1073","Both Sexes","All Races","All Origins","45 to 54 years",2014,1,25139000,898
"1074","Both Sexes","All Races","All Origins","45 to 54 years",2014,2,25499000,903
"1075","Both Sexes","All Races","All Origins","45 to 54 years",2014,3,25553000,890
"1076","Both Sexes","All Races","All Origins","45 to 54 years",2014,4,25245000,903
"1077","Both Sexes","All Races","All Origins","45 to 54 years",2015,1,25380000,930
"1078","Both Sexes","All Races","All Origins","45 to 54 years",2015,2,25671000,925
"1079","Both Sexes","All Races","All Origins","45 to 54 years",2015,3,25638000,918
"1080","Both Sexes","All Races","All Origins","45 to 54 years",2015,4,25620000,920
"1081","Both Sexes","All Races","All Origins","45 to 54 years",2016,1,25511000,953
"1082","Both Sexes","All Races","All Origins","45 to 54 years",2016,2,25699000,948
"1083","Both Sexes","All Races","All Origins","45 to 54 years",2016,3,25818000,955
"1084","Both Sexes","All Races","All Origins","45 to 54 years",2016,4,25580000,962
"1085","Both Sexes","All Races","All Origins","45 to 54 years",2017,1,25443000,1001
"1086","Both Sexes","All Races","All Origins","45 to 54 years",2017,2,25541000,975
"1087","Both Sexes","All Races","All Origins","45 to 54 years",2017,3,25771000,953
"1088","Both Sexes","All Races","All Origins","45 to 54 years",2017,4,25845000,982
"1089","Both Sexes","All Races","All Origins","45 to 54 years",2018,1,25711000,1004
"1090","Both Sexes","All Races","All Origins","45 to 54 years",2018,2,25730000,986
"1091","Both Sexes","All Races","All Origins","45 to 54 years",2018,3,25387000,1015
"1092","Both Sexes","All Races","All Origins","45 to 54 years",2018,4,25433000,1006
"1093","Both Sexes","All Races","All Origins","45 to 54 years",2019,1,25520000,1017
"1094","Both Sexes","All Races","All Origins","45 to 54 years",2019,2,25672000,1025
"1095","Both Sexes","All Races","All Origins","45 to 54 years",2019,3,24954000,1058
"1096","Both Sexes","All Races","All Origins","45 to 54 years",2019,4,25413000,1039
"1097","Both Sexes","All Races","All Origins","45 to 54 years",2020,1,25118000,1101
"1098","Both Sexes","All Races","All Origins","45 to 54 years",2020,2,22951000,1144
"1099","Both Sexes","All Races","All Origins","45 to 54 years",2020,3,23258000,1154
"1100","Both Sexes","All Races","All Origins","45 to 54 years",2020,4,23931000,1112
"1101","Men","All Races","All Origins","45 to 54 years",2010,1,13310000,972
"1102","Men","All Races","All Origins","45 to 54 years",2010,2,13660000,948
"1103","Men","All Races","All Origins","45 to 54 years",2010,3,13681000,941
"1104","Men","All Races","All Origins","45 to 54 years",2010,4,13650000,955
"1105","Men","All Races","All Origins","45 to 54 years",2011,1,13393000,968
"1106","Men","All Races","All Origins","45 to 54 years",2011,2,13709000,974
"1107","Men","All Races","All Origins","45 to 54 years",2011,3,13577000,983
"1108","Men","All Races","All Origins","45 to 54 years",2011,4,13624000,993
"1109","Men","All Races","All Origins","45 to 54 years",2012,1,13724000,998
"1110","Men","All Races","All Origins","45 to 54 years",2012,2,13982000,1003
"1111","Men","All Races","All Origins","45 to 54 years",2012,3,13973000,976
"1112","Men","All Races","All Origins","45 to 54 years",2012,4,13682000,997
"1113","Men","All Races","All Origins","45 to 54 years",2013,1,13547000,1015
"1114","Men","All Races","All Origins","45 to 54 years",2013,2,13855000,1007
"1115","Men","All Races","All Origins","45 to 54 years",2013,3,13857000,970
"1116","Men","All Races","All Origins","45 to 54 years",2013,4,13574000,987
"1117","Men","All Races","All Origins","45 to 54 years",2014,1,13545000,1021
"1118","Men","All Races","All Origins","45 to 54 years",2014,2,13995000,1009
"1119","Men","All Races","All Origins","45 to 54 years",2014,3,14002000,1004
"1120","Men","All Races","All Origins","45 to 54 years",2014,4,13662000,1012
"1121","Men","All Races","All Origins","45 to 54 years",2015,1,13850000,1039
"1122","Men","All Races","All Origins","45 to 54 years",2015,2,14062000,1058
"1123","Men","All Races","All Origins","45 to 54 years",2015,3,14180000,1020
"1124","Men","All Races","All Origins","45 to 54 years",2015,4,13928000,1038
"1125","Men","All Races","All Origins","45 to 54 years",2016,1,13951000,1075
"1126","Men","All Races","All Origins","45 to 54 years",2016,2,14137000,1063
"1127","Men","All Races","All Origins","45 to 54 years",2016,3,14257000,1060
"1128","Men","All Races","All Origins","45 to 54 years",2016,4,14043000,1102
"1129","Men","All Races","All Origins","45 to 54 years",2017,1,13975000,1141
"1130","Men","All Races","All Origins","45 to 54 years",2017,2,14043000,1094
"1131","Men","All Races","All Origins","45 to 54 years",2017,3,14062000,1051
"1132","Men","All Races","All Origins","45 to 54 years",2017,4,14084000,1117
"1133","Men","All Races","All Origins","45 to 54 years",2018,1,14120000,1150
"1134","Men","All Races","All Origins","45 to 54 years",2018,2,14064000,1108
"1135","Men","All Races","All Origins","45 to 54 years",2018,3,13795000,1152
"1136","Men","All Races","All Origins","45 to 54 years",2018,4,13798000,1138
"1137","Men","All Races","All Origins","45 to 54 years",2019,1,13824000,1170
"1138","Men","All Races","All Origins","45 to 54 years",2019,2,13874000,1153
"1139","Men","All Races","All Origins","45 to 54 years",2019,3,13630000,1184
"1140","Men","All Races","All Origins","45 to 54 years",2019,4,13712000,1174
"1141","Men","All Races","All Origins","45 to 54 years",2020,1,13541000,1246
"1142","Men","All Races","All Origins","45 to 54 years",2020,2,12550000,1271
"1143","Men","All Races","All Origins","45 to 54 years",2020,3,12855000,1308
"1144","Men","All Races","All Origins","45 to 54 years",2020,4,12899000,1232
"1145","Women","All Races","All Origins","45 to 54 years",2010,1,11682000,736
"1146","Women","All Races","All Origins","45 to 54 years",2010,2,11619000,731
"1147","Women","All Races","All Origins","45 to 54 years",2010,3,11508000,729
"1148","Women","All Races","All Origins","45 to 54 years",2010,4,11713000,722
"1149","Women","All Races","All Origins","45 to 54 years",2011,1,11539000,740
"1150","Women","All Races","All Origins","45 to 54 years",2011,2,11712000,734
"1151","Women","All Races","All Origins","45 to 54 years",2011,3,11439000,741
"1152","Women","All Races","All Origins","45 to 54 years",2011,4,11539000,757
"1153","Women","All Races","All Origins","45 to 54 years",2012,1,11382000,748
"1154","Women","All Races","All Origins","45 to 54 years",2012,2,11502000,733
"1155","Women","All Races","All Origins","45 to 54 years",2012,3,11512000,754
"1156","Women","All Races","All Origins","45 to 54 years",2012,4,11625000,747
"1157","Women","All Races","All Origins","45 to 54 years",2013,1,11424000,758
"1158","Women","All Races","All Origins","45 to 54 years",2013,2,11348000,767
"1159","Women","All Races","All Origins","45 to 54 years",2013,3,11311000,755
"1160","Women","All Races","All Origins","45 to 54 years",2013,4,11481000,767
"1161","Women","All Races","All Origins","45 to 54 years",2014,1,11594000,787
"1162","Women","All Races","All Origins","45 to 54 years",2014,2,11504000,783
"1163","Women","All Races","All Origins","45 to 54 years",2014,3,11551000,772
"1164","Women","All Races","All Origins","45 to 54 years",2014,4,11583000,774
"1165","Women","All Races","All Origins","45 to 54 years",2015,1,11530000,811
"1166","Women","All Races","All Origins","45 to 54 years",2015,2,11609000,797
"1167","Women","All Races","All Origins","45 to 54 years",2015,3,11458000,794
"1168","Women","All Races","All Origins","45 to 54 years",2015,4,11693000,797
"1169","Women","All Races","All Origins","45 to 54 years",2016,1,11560000,832
"1170","Women","All Races","All Origins","45 to 54 years",2016,2,11562000,829
"1171","Women","All Races","All Origins","45 to 54 years",2016,3,11561000,842
"1172","Women","All Races","All Origins","45 to 54 years",2016,4,11537000,840
"1173","Women","All Races","All Origins","45 to 54 years",2017,1,11469000,863
"1174","Women","All Races","All Origins","45 to 54 years",2017,2,11498000,851
"1175","Women","All Races","All Origins","45 to 54 years",2017,3,11709000,845
"1176","Women","All Races","All Origins","45 to 54 years",2017,4,11761000,866
"1177","Women","All Races","All Origins","45 to 54 years",2018,1,11591000,878
"1178","Women","All Races","All Origins","45 to 54 years",2018,2,11666000,854
"1179","Women","All Races","All Origins","45 to 54 years",2018,3,11593000,892
"1180","Women","All Races","All Origins","45 to 54 years",2018,4,11635000,876
"1181","Women","All Races","All Origins","45 to 54 years",2019,1,11697000,876
"1182","Women","All Races","All Origins","45 to 54 years",2019,2,11798000,899
"1183","Women","All Races","All Origins","45 to 54 years",2019,3,11323000,926
"1184","Women","All Races","All Origins","45 to 54 years",2019,4,11701000,909
"1185","Women","All Races","All Origins","45 to 54 years",2020,1,11578000,926
"1186","Women","All Races","All Origins","45 to 54 years",2020,2,10400000,1006
"1187","Women","All Races","All Origins","45 to 54 years",2020,3,10403000,1002
"1188","Women","All Races","All Origins","45 to 54 years",2020,4,11032000,982
"1189","Both Sexes","All Races","All Origins","55 years and over",2010,1,17302000,834
"1190","Both Sexes","All Races","All Origins","55 years and over",2010,2,17901000,821
"1191","Both Sexes","All Races","All Origins","55 years and over",2010,3,18145000,840
"1192","Both Sexes","All Races","All Origins","55 years and over",2010,4,18055000,833
"1193","Both Sexes","All Races","All Origins","55 years and over",2011,1,18036000,863
"1194","Both Sexes","All Races","All Origins","55 years and over",2011,2,18355000,854
"1195","Both Sexes","All Races","All Origins","55 years and over",2011,3,18725000,849
"1196","Both Sexes","All Races","All Origins","55 years and over",2011,4,18972000,861
"1197","Both Sexes","All Races","All Origins","55 years and over",2012,1,19431000,872
"1198","Both Sexes","All Races","All Origins","55 years and over",2012,2,19405000,873
"1199","Both Sexes","All Races","All Origins","55 years and over",2012,3,19600000,863
"1200","Both Sexes","All Races","All Origins","55 years and over",2012,4,20381000,887
"1201","Both Sexes","All Races","All Origins","55 years and over",2013,1,20264000,873
"1202","Both Sexes","All Races","All Origins","55 years and over",2013,2,20436000,893
"1203","Both Sexes","All Races","All Origins","55 years and over",2013,3,20544000,879
"1204","Both Sexes","All Races","All Origins","55 years and over",2013,4,20880000,916
"1205","Both Sexes","All Races","All Origins","55 years and over",2014,1,20938000,884
"1206","Both Sexes","All Races","All Origins","55 years and over",2014,2,21326000,881
"1207","Both Sexes","All Races","All Origins","55 years and over",2014,3,21208000,913
"1208","Both Sexes","All Races","All Origins","55 years and over",2014,4,21620000,915
"1209","Both Sexes","All Races","All Origins","55 years and over",2015,1,21797000,893
"1210","Both Sexes","All Races","All Origins","55 years and over",2015,2,22045000,916
"1211","Both Sexes","All Races","All Origins","55 years and over",2015,3,22182000,927
"1212","Both Sexes","All Races","All Origins","55 years and over",2015,4,22721000,930
"1213","Both Sexes","All Races","All Origins","55 years and over",2016,1,22488000,953
"1214","Both Sexes","All Races","All Origins","55 years and over",2016,2,22558000,928
"1215","Both Sexes","All Races","All Origins","55 years and over",2016,3,22791000,934
"1216","Both Sexes","All Races","All Origins","55 years and over",2016,4,22658000,944
"1217","Both Sexes","All Races","All Origins","55 years and over",2017,1,23061000,951
"1218","Both Sexes","All Races","All Origins","55 years and over",2017,2,23465000,955
"1219","Both Sexes","All Races","All Origins","55 years and over",2017,3,23839000,980
"1220","Both Sexes","All Races","All Origins","55 years and over",2017,4,23569000,963
"1221","Both Sexes","All Races","All Origins","55 years and over",2018,1,23566000,956
"1222","Both Sexes","All Races","All Origins","55 years and over",2018,2,24230000,994
"1223","Both Sexes","All Races","All Origins","55 years and over",2018,3,24652000,971
"1224","Both Sexes","All Races","All Origins","55 years and over",2018,4,24539000,1015
"1225","Both Sexes","All Races","All Origins","55 years and over",2019,1,24732000,991
"1226","Both Sexes","All Races","All Origins","55 years and over",2019,2,24989000,999
"1227","Both Sexes","All Races","All Origins","55 years and over",2019,3,25141000,991
"1228","Both Sexes","All Races","All Origins","55 years and over",2019,4,25416000,1030
"1229","Both Sexes","All Races","All Origins","55 years and over",2020,1,24962000,1047
"1230","Both Sexes","All Races","All Origins","55 years and over",2020,2,22626000,1072
"1231","Both Sexes","All Races","All Origins","55 years and over",2020,3,23789000,1087
"1232","Both Sexes","All Races","All Origins","55 years and over",2020,4,24249000,1095
"1233","Men","All Races","All Origins","55 years and over",2010,1,9178000,964
"1234","Men","All Races","All Origins","55 years and over",2010,2,9565000,937
"1235","Men","All Races","All Origins","55 years and over",2010,3,9681000,967
"1236","Men","All Races","All Origins","55 years and over",2010,4,9645000,980
"1237","Men","All Races","All Origins","55 years and over",2011,1,9550000,970
"1238","Men","All Races","All Origins","55 years and over",2011,2,9909000,965
"1239","Men","All Races","All Origins","55 years and over",2011,3,10233000,964
"1240","Men","All Races","All Origins","55 years and over",2011,4,10155000,1005
"1241","Men","All Races","All Origins","55 years and over",2012,1,10473000,980
"1242","Men","All Races","All Origins","55 years and over",2012,2,10370000,991
"1243","Men","All Races","All Origins","55 years and over",2012,3,10645000,960
"1244","Men","All Races","All Origins","55 years and over",2012,4,11068000,1016
"1245","Men","All Races","All Origins","55 years and over",2013,1,10862000,969
"1246","Men","All Races","All Origins","55 years and over",2013,2,10924000,1018
"1247","Men","All Races","All Origins","55 years and over",2013,3,11168000,984
"1248","Men","All Races","All Origins","55 years and over",2013,4,11312000,1036
"1249","Men","All Races","All Origins","55 years and over",2014,1,11307000,979
"1250","Men","All Races","All Origins","55 years and over",2014,2,11492000,993
"1251","Men","All Races","All Origins","55 years and over",2014,3,11663000,1034
"1252","Men","All Races","All Origins","55 years and over",2014,4,11782000,1019
"1253","Men","All Races","All Origins","55 years and over",2015,1,11784000,1029
"1254","Men","All Races","All Origins","55 years and over",2015,2,11988000,1032
"1255","Men","All Races","All Origins","55 years and over",2015,3,12199000,1069
"1256","Men","All Races","All Origins","55 years and over",2015,4,12340000,1092
"1257","Men","All Races","All Origins","55 years and over",2016,1,12138000,1102
"1258","Men","All Races","All Origins","55 years and over",2016,2,12188000,1049
"1259","Men","All Races","All Origins","55 years and over",2016,3,12559000,1095
"1260","Men","All Races","All Origins","55 years and over",2016,4,12392000,1084
"1261","Men","All Races","All Origins","55 years and over",2017,1,12499000,1045
"1262","Men","All Races","All Origins","55 years and over",2017,2,12846000,1046
"1263","Men","All Races","All Origins","55 years and over",2017,3,13250000,1125
"1264","Men","All Races","All Origins","55 years and over",2017,4,12787000,1116
"1265","Men","All Races","All Origins","55 years and over",2018,1,12824000,1097
"1266","Men","All Races","All Origins","55 years and over",2018,2,13328000,1117
"1267","Men","All Races","All Origins","55 years and over",2018,3,13543000,1111
"1268","Men","All Races","All Origins","55 years and over",2018,4,13359000,1166
"1269","Men","All Races","All Origins","55 years and over",2019,1,13401000,1149
"1270","Men","All Races","All Origins","55 years and over",2019,2,13815000,1141
"1271","Men","All Races","All Origins","55 years and over",2019,3,13846000,1143
"1272","Men","All Races","All Origins","55 years and over",2019,4,13833000,1168
"1273","Men","All Races","All Origins","55 years and over",2020,1,13671000,1197
"1274","Men","All Races","All Origins","55 years and over",2020,2,12559000,1191
"1275","Men","All Races","All Origins","55 years and over",2020,3,12918000,1231
"1276","Men","All Races","All Origins","55 years and over",2020,4,13345000,1202
"1277","Women","All Races","All Origins","55 years and over",2010,1,8124000,701
"1278","Women","All Races","All Origins","55 years and over",2010,2,8335000,712
"1279","Women","All Races","All Origins","55 years and over",2010,3,8464000,725
"1280","Women","All Races","All Origins","55 years and over",2010,4,8410000,723
"1281","Women","All Races","All Origins","55 years and over",2011,1,8486000,741
"1282","Women","All Races","All Origins","55 years and over",2011,2,8446000,744
"1283","Women","All Races","All Origins","55 years and over",2011,3,8492000,737
"1284","Women","All Races","All Origins","55 years and over",2011,4,8816000,730
"1285","Women","All Races","All Origins","55 years and over",2012,1,8958000,761
"1286","Women","All Races","All Origins","55 years and over",2012,2,9034000,748
"1287","Women","All Races","All Origins","55 years and over",2012,3,8956000,755
"1288","Women","All Races","All Origins","55 years and over",2012,4,9313000,746
"1289","Women","All Races","All Origins","55 years and over",2013,1,9402000,754
"1290","Women","All Races","All Origins","55 years and over",2013,2,9513000,769
"1291","Women","All Races","All Origins","55 years and over",2013,3,9376000,765
"1292","Women","All Races","All Origins","55 years and over",2013,4,9568000,776
"1293","Women","All Races","All Origins","55 years and over",2014,1,9631000,767
"1294","Women","All Races","All Origins","55 years and over",2014,2,9834000,768
"1295","Women","All Races","All Origins","55 years and over",2014,3,9544000,778
"1296","Women","All Races","All Origins","55 years and over",2014,4,9839000,784
"1297","Women","All Races","All Origins","55 years and over",2015,1,10013000,768
"1298","Women","All Races","All Origins","55 years and over",2015,2,10057000,782
"1299","Women","All Races","All Origins","55 years and over",2015,3,9983000,781
"1300","Women","All Races","All Origins","55 years and over",2015,4,10380000,768
"1301","Women","All Races","All Origins","55 years and over",2016,1,10350000,821
"1302","Women","All Races","All Origins","55 years and over",2016,2,10370000,785
"1303","Women","All Races","All Origins","55 years and over",2016,3,10232000,793
"1304","Women","All Races","All Origins","55 years and over",2016,4,10265000,810
"1305","Women","All Races","All Origins","55 years and over",2017,1,10562000,828
"1306","Women","All Races","All Origins","55 years and over",2017,2,10620000,859
"1307","Women","All Races","All Origins","55 years and over",2017,3,10589000,859
"1308","Women","All Races","All Origins","55 years and over",2017,4,10781000,818
"1309","Women","All Races","All Origins","55 years and over",2018,1,10743000,819
"1310","Women","All Races","All Origins","55 years and over",2018,2,10902000,868
"1311","Women","All Races","All Origins","55 years and over",2018,3,11110000,826
"1312","Women","All Races","All Origins","55 years and over",2018,4,11180000,873
"1313","Women","All Races","All Origins","55 years and over",2019,1,11332000,859
"1314","Women","All Races","All Origins","55 years and over",2019,2,11174000,871
"1315","Women","All Races","All Origins","55 years and over",2019,3,11295000,854
"1316","Women","All Races","All Origins","55 years and over",2019,4,11582000,892
"1317","Women","All Races","All Origins","55 years and over",2020,1,11291000,895
"1318","Women","All Races","All Origins","55 years and over",2020,2,10066000,977
"1319","Women","All Races","All Origins","55 years and over",2020,3,10871000,942
"1320","Women","All Races","All Origins","55 years and over",2020,4,10904000,965
"1321","Both Sexes","All Races","All Origins","55 to 64 years",2010,1,14760000,866
"1322","Both Sexes","All Races","All Origins","55 to 64 years",2010,2,15142000,842
"1323","Both Sexes","All Races","All Origins","55 to 64 years",2010,3,15384000,863
"1324","Both Sexes","All Races","All Origins","55 to 64 years",2010,4,15277000,872
"1325","Both Sexes","All Races","All Origins","55 to 64 years",2011,1,15297000,881
"1326","Both Sexes","All Races","All Origins","55 to 64 years",2011,2,15563000,887
"1327","Both Sexes","All Races","All Origins","55 to 64 years",2011,3,15804000,867
"1328","Both Sexes","All Races","All Origins","55 to 64 years",2011,4,15901000,885
"1329","Both Sexes","All Races","All Origins","55 to 64 years",2012,1,16319000,895
"1330","Both Sexes","All Races","All Origins","55 to 64 years",2012,2,16340000,897
"1331","Both Sexes","All Races","All Origins","55 to 64 years",2012,3,16348000,887
"1332","Both Sexes","All Races","All Origins","55 to 64 years",2012,4,17067000,911
"1333","Both Sexes","All Races","All Origins","55 to 64 years",2013,1,16940000,891
"1334","Both Sexes","All Races","All Origins","55 to 64 years",2013,2,17007000,907
"1335","Both Sexes","All Races","All Origins","55 to 64 years",2013,3,17030000,893
"1336","Both Sexes","All Races","All Origins","55 to 64 years",2013,4,17289000,923
"1337","Both Sexes","All Races","All Origins","55 to 64 years",2014,1,17335000,896
"1338","Both Sexes","All Races","All Origins","55 to 64 years",2014,2,17586000,896
"1339","Both Sexes","All Races","All Origins","55 to 64 years",2014,3,17627000,928
"1340","Both Sexes","All Races","All Origins","55 to 64 years",2014,4,17882000,922
"1341","Both Sexes","All Races","All Origins","55 to 64 years",2015,1,17838000,903
"1342","Both Sexes","All Races","All Origins","55 to 64 years",2015,2,17965000,925
"1343","Both Sexes","All Races","All Origins","55 to 64 years",2015,3,18105000,937
"1344","Both Sexes","All Races","All Origins","55 to 64 years",2015,4,18525000,943
"1345","Both Sexes","All Races","All Origins","55 to 64 years",2016,1,18376000,975
"1346","Both Sexes","All Races","All Origins","55 to 64 years",2016,2,18532000,935
"1347","Both Sexes","All Races","All Origins","55 to 64 years",2016,3,18532000,951
"1348","Both Sexes","All Races","All Origins","55 to 64 years",2016,4,18544000,954
"1349","Both Sexes","All Races","All Origins","55 to 64 years",2017,1,18828000,962
"1350","Both Sexes","All Races","All Origins","55 to 64 years",2017,2,19255000,966
"1351","Both Sexes","All Races","All Origins","55 to 64 years",2017,3,19351000,987
"1352","Both Sexes","All Races","All Origins","55 to 64 years",2017,4,19193000,979
"1353","Both Sexes","All Races","All Origins","55 to 64 years",2018,1,19156000,970
"1354","Both Sexes","All Races","All Origins","55 to 64 years",2018,2,19537000,993
"1355","Both Sexes","All Races","All Origins","55 to 64 years",2018,3,19810000,978
"1356","Both Sexes","All Races","All Origins","55 to 64 years",2018,4,19835000,1037
"1357","Both Sexes","All Races","All Origins","55 to 64 years",2019,1,19977000,1017
"1358","Both Sexes","All Races","All Origins","55 to 64 years",2019,2,19967000,1009
"1359","Both Sexes","All Races","All Origins","55 to 64 years",2019,3,19997000,999
"1360","Both Sexes","All Races","All Origins","55 to 64 years",2019,4,20320000,1053
"1361","Both Sexes","All Races","All Origins","55 to 64 years",2020,1,19886000,1082
"1362","Both Sexes","All Races","All Origins","55 to 64 years",2020,2,18169000,1090
"1363","Both Sexes","All Races","All Origins","55 to 64 years",2020,3,18819000,1108
"1364","Both Sexes","All Races","All Origins","55 to 64 years",2020,4,19194000,1109
"1365","Men","All Races","All Origins","55 to 64 years",2010,1,7808000,980
"1366","Men","All Races","All Origins","55 to 64 years",2010,2,7987000,953
"1367","Men","All Races","All Origins","55 to 64 years",2010,3,8152000,983
"1368","Men","All Races","All Origins","55 to 64 years",2010,4,8058000,1003
"1369","Men","All Races","All Origins","55 to 64 years",2011,1,8118000,975
"1370","Men","All Races","All Origins","55 to 64 years",2011,2,8318000,1001
"1371","Men","All Races","All Origins","55 to 64 years",2011,3,8513000,985
"1372","Men","All Races","All Origins","55 to 64 years",2011,4,8440000,1029
"1373","Men","All Races","All Origins","55 to 64 years",2012,1,8689000,992
"1374","Men","All Races","All Origins","55 to 64 years",2012,2,8671000,1015
"1375","Men","All Races","All Origins","55 to 64 years",2012,3,8815000,980
"1376","Men","All Races","All Origins","55 to 64 years",2012,4,9178000,1035
"1377","Men","All Races","All Origins","55 to 64 years",2013,1,8937000,983
"1378","Men","All Races","All Origins","55 to 64 years",2013,2,8993000,1023
"1379","Men","All Races","All Origins","55 to 64 years",2013,3,9208000,1001
"1380","Men","All Races","All Origins","55 to 64 years",2013,4,9260000,1048
"1381","Men","All Races","All Origins","55 to 64 years",2014,1,9342000,992
"1382","Men","All Races","All Origins","55 to 64 years",2014,2,9464000,1012
"1383","Men","All Races","All Origins","55 to 64 years",2014,3,9646000,1053
"1384","Men","All Races","All Origins","55 to 64 years",2014,4,9730000,1029
"1385","Men","All Races","All Origins","55 to 64 years",2015,1,9632000,1038
"1386","Men","All Races","All Origins","55 to 64 years",2015,2,9691000,1037
"1387","Men","All Races","All Origins","55 to 64 years",2015,3,9927000,1077
"1388","Men","All Races","All Origins","55 to 64 years",2015,4,10004000,1119
"1389","Men","All Races","All Origins","55 to 64 years",2016,1,9888000,1124
"1390","Men","All Races","All Origins","55 to 64 years",2016,2,9877000,1054
"1391","Men","All Races","All Origins","55 to 64 years",2016,3,10112000,1117
"1392","Men","All Races","All Origins","55 to 64 years",2016,4,10090000,1113
"1393","Men","All Races","All Origins","55 to 64 years",2017,1,10169000,1061
"1394","Men","All Races","All Origins","55 to 64 years",2017,2,10448000,1058
"1395","Men","All Races","All Origins","55 to 64 years",2017,3,10663000,1133
"1396","Men","All Races","All Origins","55 to 64 years",2017,4,10323000,1130
"1397","Men","All Races","All Origins","55 to 64 years",2018,1,10360000,1113
"1398","Men","All Races","All Origins","55 to 64 years",2018,2,10711000,1127
"1399","Men","All Races","All Origins","55 to 64 years",2018,3,10793000,1116
"1400","Men","All Races","All Origins","55 to 64 years",2018,4,10724000,1191
"1401","Men","All Races","All Origins","55 to 64 years",2019,1,10774000,1174
"1402","Men","All Races","All Origins","55 to 64 years",2019,2,10888000,1158
