"","industry","major_occupation","minor_occupation","race_gender","industry_total","employ_n","year"
"4409","Wholesale trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",2521000,122000,2017
"4410","Wholesale trade","Production, transportation, and material moving occupations","Production occupations","Men",2521000,81000,2017
"4411","Wholesale trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",2521000,610000,2017
"4412","Retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",8656000,509000,2017
"4413","Retail trade","Management, professional, and related occupations","Professional and related occupations","Men",8656000,407000,2017
"4414","Retail trade","Service occupations","Protective service occupations","Men",8656000,45000,2017
"4415","Retail trade","Service occupations","Service occupations, except protective","Men",8656000,293000,2017
"4416","Retail trade","Sales and office occupations","Sales and related occupations","Men",8656000,4231000,2017
"4417","Retail trade","Sales and office occupations","Office and administrative support occupations","Men",8656000,1226000,2017
"4418","Retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",8656000,6000,2017
"4419","Retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",8656000,68000,2017
"4420","Retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",8656000,557000,2017
"4421","Retail trade","Production, transportation, and material moving occupations","Production occupations","Men",8656000,293000,2017
"4422","Retail trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",8656000,1020000,2017
"4423","Transportation and utilities","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",6204000,613000,2017
"4424","Transportation and utilities","Management, professional, and related occupations","Professional and related occupations","Men",6204000,287000,2017
"4425","Transportation and utilities","Service occupations","Protective service occupations","Men",6204000,25000,2017
"4426","Transportation and utilities","Service occupations","Service occupations, except protective","Men",6204000,90000,2017
"4427","Transportation and utilities","Sales and office occupations","Sales and related occupations","Men",6204000,86000,2017
"4428","Transportation and utilities","Sales and office occupations","Office and administrative support occupations","Men",6204000,801000,2017
"4429","Transportation and utilities","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",6204000,3000,2017
"4430","Transportation and utilities","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",6204000,174000,2017
"4431","Transportation and utilities","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",6204000,527000,2017
"4432","Transportation and utilities","Production, transportation, and material moving occupations","Production occupations","Men",6204000,334000,2017
"4433","Transportation and utilities","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",6204000,3263000,2017
"4434","Information","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",1771000,338000,2017
"4435","Information","Management, professional, and related occupations","Professional and related occupations","Men",1771000,736000,2017
"4436","Information","Service occupations","Protective service occupations","Men",1771000,6000,2017
"4437","Information","Service occupations","Service occupations, except protective","Men",1771000,34000,2017
"4438","Information","Sales and office occupations","Sales and related occupations","Men",1771000,186000,2017
"4439","Information","Sales and office occupations","Office and administrative support occupations","Men",1771000,135000,2017
"4440","Information","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",1771000,0,2017
"4441","Information","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",1771000,13000,2017
"4442","Information","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",1771000,268000,2017
"4443","Information","Production, transportation, and material moving occupations","Production occupations","Men",1771000,27000,2017
"4444","Information","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",1771000,30000,2017
"4445","Financial activities","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",4940000,2245000,2017
"4446","Financial activities","Management, professional, and related occupations","Professional and related occupations","Men",4940000,524000,2017
"4447","Financial activities","Service occupations","Protective service occupations","Men",4940000,33000,2017
"4448","Financial activities","Service occupations","Service occupations, except protective","Men",4940000,233000,2017
"4449","Financial activities","Sales and office occupations","Sales and related occupations","Men",4940000,1131000,2017
"4450","Financial activities","Sales and office occupations","Office and administrative support occupations","Men",4940000,431000,2017
"4451","Financial activities","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",4940000,0,2017
"4452","Financial activities","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",4940000,46000,2017
"4453","Financial activities","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",4940000,174000,2017
"4454","Financial activities","Production, transportation, and material moving occupations","Production occupations","Men",4940000,20000,2017
"4455","Financial activities","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",4940000,102000,2017
"4456","Professional and business services","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",10882000,2689000,2017
"4457","Professional and business services","Management, professional, and related occupations","Professional and related occupations","Men",10882000,3930000,2017
"4458","Professional and business services","Service occupations","Protective service occupations","Men",10882000,413000,2017
"4459","Professional and business services","Service occupations","Service occupations, except protective","Men",10882000,1839000,2017
"4460","Professional and business services","Sales and office occupations","Sales and related occupations","Men",10882000,348000,2017
"4461","Professional and business services","Sales and office occupations","Office and administrative support occupations","Men",10882000,539000,2017
"4462","Professional and business services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",10882000,14000,2017
"4463","Professional and business services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",10882000,121000,2017
"4464","Professional and business services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",10882000,285000,2017
"4465","Professional and business services","Production, transportation, and material moving occupations","Production occupations","Men",10882000,219000,2017
"4466","Professional and business services","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",10882000,484000,2017
"4467","Education and health services","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",8804000,1125000,2017
"4468","Education and health services","Management, professional, and related occupations","Professional and related occupations","Men",8804000,5199000,2017
"4469","Education and health services","Service occupations","Protective service occupations","Men",8804000,121000,2017
"4470","Education and health services","Service occupations","Service occupations, except protective","Men",8804000,1430000,2017
"4471","Education and health services","Sales and office occupations","Sales and related occupations","Men",8804000,29000,2017
"4472","Education and health services","Sales and office occupations","Office and administrative support occupations","Men",8804000,341000,2017
"4473","Education and health services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",8804000,3000,2017
"4474","Education and health services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",8804000,76000,2017
"4475","Education and health services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",8804000,183000,2017
"4476","Education and health services","Production, transportation, and material moving occupations","Production occupations","Men",8804000,67000,2017
"4477","Education and health services","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",8804000,231000,2017
"4478","Leisure and hospitality","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",6996000,1035000,2017
"4479","Leisure and hospitality","Management, professional, and related occupations","Professional and related occupations","Men",6996000,557000,2017
"4480","Leisure and hospitality","Service occupations","Protective service occupations","Men",6996000,140000,2017
"4481","Leisure and hospitality","Service occupations","Service occupations, except protective","Men",6996000,4238000,2017
"4482","Leisure and hospitality","Sales and office occupations","Sales and related occupations","Men",6996000,280000,2017
"4483","Leisure and hospitality","Sales and office occupations","Office and administrative support occupations","Men",6996000,232000,2017
"4484","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",6996000,4000,2017
"4485","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",6996000,33000,2017
"4486","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",6996000,104000,2017
"4487","Leisure and hospitality","Production, transportation, and material moving occupations","Production occupations","Men",6996000,70000,2017
"4488","Leisure and hospitality","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",6996000,301000,2017
"4489","Other services","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",3617000,295000,2017
"4490","Other services","Management, professional, and related occupations","Professional and related occupations","Men",3617000,553000,2017
"4491","Other services","Service occupations","Protective service occupations","Men",3617000,20000,2017
"4492","Other services","Service occupations","Service occupations, except protective","Men",3617000,666000,2017
"4493","Other services","Sales and office occupations","Sales and related occupations","Men",3617000,277000,2017
"4494","Other services","Sales and office occupations","Office and administrative support occupations","Men",3617000,80000,2017
"4495","Other services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",3617000,2000,2017
"4496","Other services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",3617000,24000,2017
"4497","Other services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",3617000,1075000,2017
"4498","Other services","Production, transportation, and material moving occupations","Production occupations","Men",3617000,310000,2017
"4499","Other services","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",3617000,315000,2017
"4500","Other services, except private households","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",3562000,294000,2017
"4501","Other services, except private households","Management, professional, and related occupations","Professional and related occupations","Men",3562000,551000,2017
"4502","Other services, except private households","Service occupations","Protective service occupations","Men",3562000,20000,2017
"4503","Other services, except private households","Service occupations","Service occupations, except protective","Men",3562000,624000,2017
"4504","Other services, except private households","Sales and office occupations","Sales and related occupations","Men",3562000,277000,2017
"4505","Other services, except private households","Sales and office occupations","Office and administrative support occupations","Men",3562000,80000,2017
"4506","Other services, except private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",3562000,2000,2017
"4507","Other services, except private households","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",3562000,23000,2017
"4508","Other services, except private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",3562000,1075000,2017
"4509","Other services, except private households","Production, transportation, and material moving occupations","Production occupations","Men",3562000,310000,2017
"4510","Other services, except private households","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",3562000,307000,2017
"4511","Private households","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",55000,1000,2017
"4512","Private households","Management, professional, and related occupations","Professional and related occupations","Men",55000,2000,2017
"4513","Private households","Service occupations","Protective service occupations","Men",55000,0,2017
"4514","Private households","Service occupations","Service occupations, except protective","Men",55000,42000,2017
"4515","Private households","Sales and office occupations","Sales and related occupations","Men",55000,0,2017
"4516","Private households","Sales and office occupations","Office and administrative support occupations","Men",55000,0,2017
"4517","Private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",55000,0,2017
"4518","Private households","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",55000,1000,2017
"4519","Private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",55000,0,2017
"4520","Private households","Production, transportation, and material moving occupations","Production occupations","Men",55000,0,2017
"4521","Private households","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",55000,8000,2017
"4522","Public administration","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",3935000,630000,2017
"4523","Public administration","Management, professional, and related occupations","Professional and related occupations","Men",3935000,896000,2017
"4524","Public administration","Service occupations","Protective service occupations","Men",3935000,1556000,2017
"4525","Public administration","Service occupations","Service occupations, except protective","Men",3935000,132000,2017
"4526","Public administration","Sales and office occupations","Sales and related occupations","Men",3935000,17000,2017
"4527","Public administration","Sales and office occupations","Office and administrative support occupations","Men",3935000,295000,2017
"4528","Public administration","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",3935000,15000,2017
"4529","Public administration","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",3935000,99000,2017
"4530","Public administration","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",3935000,154000,2017
"4531","Public administration","Production, transportation, and material moving occupations","Production occupations","Men",3935000,63000,2017
"4532","Public administration","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",3935000,80000,2017
"4533",NA,"Management, professional, and related occupations","Management, business, and financial operations occupations","Men",NA,NA,2017
"4534",NA,"Management, professional, and related occupations","Professional and related occupations","Men",NA,NA,2017
"4535",NA,"Service occupations","Protective service occupations","Men",NA,NA,2017
"4536",NA,"Service occupations","Service occupations, except protective","Men",NA,NA,2017
"4537",NA,"Sales and office occupations","Sales and related occupations","Men",NA,NA,2017
"4538",NA,"Sales and office occupations","Office and administrative support occupations","Men",NA,NA,2017
"4539",NA,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",NA,NA,2017
"4540",NA,"Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",NA,NA,2017
"4541",NA,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",NA,NA,2017
"4542",NA,"Production, transportation, and material moving occupations","Production occupations","Men",NA,NA,2017
"4543",NA,"Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",NA,NA,2017
"4544","Women","Management, professional, and related occupations","Management, business, and financial operations occupations","Men",NA,NA,2017
"4545","Women","Management, professional, and related occupations","Professional and related occupations","Men",NA,NA,2017
"4546","Women","Service occupations","Protective service occupations","Men",NA,NA,2017
"4547","Women","Service occupations","Service occupations, except protective","Men",NA,NA,2017
"4548","Women","Sales and office occupations","Sales and related occupations","Men",NA,NA,2017
"4549","Women","Sales and office occupations","Office and administrative support occupations","Men",NA,NA,2017
"4550","Women","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Men",NA,NA,2017
"4551","Women","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Men",NA,NA,2017
"4552","Women","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Men",NA,NA,2017
"4553","Women","Production, transportation, and material moving occupations","Production occupations","Men",NA,NA,2017
"4554","Women","Production, transportation, and material moving occupations","Transportation and material moving occupations","Men",NA,NA,2017
"4555","Agriculture and related","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",611000,278000,2017
"4556","Agriculture and related","Management, professional, and related occupations","Professional and related occupations","Women",611000,14000,2017
"4557","Agriculture and related","Service occupations","Protective service occupations","Women",611000,2000,2017
"4558","Agriculture and related","Service occupations","Service occupations, except protective","Women",611000,29000,2017
"4559","Agriculture and related","Sales and office occupations","Sales and related occupations","Women",611000,5000,2017
"4560","Agriculture and related","Sales and office occupations","Office and administrative support occupations","Women",611000,68000,2017
"4561","Agriculture and related","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",611000,2e+05,2017
"4562","Agriculture and related","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",611000,0,2017
"4563","Agriculture and related","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",611000,0,2017
"4564","Agriculture and related","Production, transportation, and material moving occupations","Production occupations","Women",611000,4000,2017
"4565","Agriculture and related","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",611000,11000,2017
"4566","Mining, quarrying, and
oil and gas extraction","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",94000,27000,2017
"4567","Mining, quarrying, and
oil and gas extraction","Management, professional, and related occupations","Professional and related occupations","Women",94000,25000,2017
"4568","Mining, quarrying, and
oil and gas extraction","Service occupations","Protective service occupations","Women",94000,0,2017
"4569","Mining, quarrying, and
oil and gas extraction","Service occupations","Service occupations, except protective","Women",94000,1000,2017
"4570","Mining, quarrying, and
oil and gas extraction","Sales and office occupations","Sales and related occupations","Women",94000,1000,2017
"4571","Mining, quarrying, and
oil and gas extraction","Sales and office occupations","Office and administrative support occupations","Women",94000,31000,2017
"4572","Mining, quarrying, and
oil and gas extraction","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",94000,0,2017
"4573","Mining, quarrying, and
oil and gas extraction","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",94000,5000,2017
"4574","Mining, quarrying, and
oil and gas extraction","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",94000,1000,2017
"4575","Mining, quarrying, and
oil and gas extraction","Production, transportation, and material moving occupations","Production occupations","Women",94000,1000,2017
"4576","Mining, quarrying, and
oil and gas extraction","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",94000,1000,2017
"4577","Construction","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",971000,252000,2017
"4578","Construction","Management, professional, and related occupations","Professional and related occupations","Women",971000,56000,2017
"4579","Construction","Service occupations","Protective service occupations","Women",971000,2000,2017
"4580","Construction","Service occupations","Service occupations, except protective","Women",971000,9000,2017
"4581","Construction","Sales and office occupations","Sales and related occupations","Women",971000,21000,2017
"4582","Construction","Sales and office occupations","Office and administrative support occupations","Women",971000,421000,2017
"4583","Construction","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",971000,0,2017
"4584","Construction","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",971000,192000,2017
"4585","Construction","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",971000,9000,2017
"4586","Construction","Production, transportation, and material moving occupations","Production occupations","Women",971000,3000,2017
"4587","Construction","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",971000,7000,2017
"4588","Manufacturing","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",4551000,871000,2017
"4589","Manufacturing","Management, professional, and related occupations","Professional and related occupations","Women",4551000,509000,2017
"4590","Manufacturing","Service occupations","Protective service occupations","Women",4551000,8000,2017
"4591","Manufacturing","Service occupations","Service occupations, except protective","Women",4551000,81000,2017
"4592","Manufacturing","Sales and office occupations","Sales and related occupations","Women",4551000,224000,2017
"4593","Manufacturing","Sales and office occupations","Office and administrative support occupations","Women",4551000,783000,2017
"4594","Manufacturing","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",4551000,35000,2017
"4595","Manufacturing","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",4551000,10000,2017
"4596","Manufacturing","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",4551000,32000,2017
"4597","Manufacturing","Production, transportation, and material moving occupations","Production occupations","Women",4551000,1755000,2017
"4598","Manufacturing","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",4551000,243000,2017
"4599","Durable goods","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",2463000,503000,2017
"4600","Durable goods","Management, professional, and related occupations","Professional and related occupations","Women",2463000,296000,2017
"4601","Durable goods","Service occupations","Protective service occupations","Women",2463000,5000,2017
"4602","Durable goods","Service occupations","Service occupations, except protective","Women",2463000,30000,2017
"4603","Durable goods","Sales and office occupations","Sales and related occupations","Women",2463000,76000,2017
"4604","Durable goods","Sales and office occupations","Office and administrative support occupations","Women",2463000,498000,2017
"4605","Durable goods","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",2463000,1000,2017
"4606","Durable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",2463000,5000,2017
"4607","Durable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",2463000,25000,2017
"4608","Durable goods","Production, transportation, and material moving occupations","Production occupations","Women",2463000,917000,2017
"4609","Durable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",2463000,106000,2017
"4610","Nondurable goods","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",2088000,368000,2017
"4611","Nondurable goods","Management, professional, and related occupations","Professional and related occupations","Women",2088000,213000,2017
"4612","Nondurable goods","Service occupations","Protective service occupations","Women",2088000,3000,2017
"4613","Nondurable goods","Service occupations","Service occupations, except protective","Women",2088000,51000,2017
"4614","Nondurable goods","Sales and office occupations","Sales and related occupations","Women",2088000,148000,2017
"4615","Nondurable goods","Sales and office occupations","Office and administrative support occupations","Women",2088000,285000,2017
"4616","Nondurable goods","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",2088000,35000,2017
"4617","Nondurable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",2088000,4000,2017
"4618","Nondurable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",2088000,7000,2017
"4619","Nondurable goods","Production, transportation, and material moving occupations","Production occupations","Women",2088000,837000,2017
"4620","Nondurable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",2088000,137000,2017
"4621","Wholesale and retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",9137000,664000,2017
"4622","Wholesale and retail trade","Management, professional, and related occupations","Professional and related occupations","Women",9137000,689000,2017
"4623","Wholesale and retail trade","Service occupations","Protective service occupations","Women",9137000,21000,2017
"4624","Wholesale and retail trade","Service occupations","Service occupations, except protective","Women",9137000,354000,2017
"4625","Wholesale and retail trade","Sales and office occupations","Sales and related occupations","Women",9137000,4934000,2017
"4626","Wholesale and retail trade","Sales and office occupations","Office and administrative support occupations","Women",9137000,1858000,2017
"4627","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",9137000,29000,2017
"4628","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",9137000,5000,2017
"4629","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",9137000,30000,2017
"4630","Wholesale and retail trade","Production, transportation, and material moving occupations","Production occupations","Women",9137000,205000,2017
"4631","Wholesale and retail trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",9137000,347000,2017
"4632","Wholesale trade","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",1073000,189000,2017
"4633","Wholesale trade","Management, professional, and related occupations","Professional and related occupations","Women",1073000,61000,2017
"4634","Wholesale trade","Service occupations","Protective service occupations","Women",1073000,1000,2017
"4635","Wholesale trade","Service occupations","Service occupations, except protective","Women",1073000,11000,2017
"4636","Wholesale trade","Sales and office occupations","Sales and related occupations","Women",1073000,341000,2017
"4637","Wholesale trade","Sales and office occupations","Office and administrative support occupations","Women",1073000,308000,2017
"4638","Wholesale trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",1073000,25000,2017
"4639","Wholesale trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",1073000,0,2017
"4640","Wholesale trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",1073000,5000,2017
"4641","Wholesale trade","Production, transportation, and material moving occupations","Production occupations","Women",1073000,41000,2017
"4642","Wholesale trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",1073000,91000,2017
"4643","Retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",8064000,476000,2017
"4644","Retail trade","Management, professional, and related occupations","Professional and related occupations","Women",8064000,628000,2017
"4645","Retail trade","Service occupations","Protective service occupations","Women",8064000,21000,2017
"4646","Retail trade","Service occupations","Service occupations, except protective","Women",8064000,342000,2017
"4647","Retail trade","Sales and office occupations","Sales and related occupations","Women",8064000,4593000,2017
"4648","Retail trade","Sales and office occupations","Office and administrative support occupations","Women",8064000,1550000,2017
"4649","Retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",8064000,4000,2017
"4650","Retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",8064000,5000,2017
"4651","Retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",8064000,25000,2017
"4652","Retail trade","Production, transportation, and material moving occupations","Production occupations","Women",8064000,164000,2017
"4653","Retail trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",8064000,256000,2017
"4654","Transportation and utilities","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",1955000,263000,2017
"4655","Transportation and utilities","Management, professional, and related occupations","Professional and related occupations","Women",1955000,92000,2017
"4656","Transportation and utilities","Service occupations","Protective service occupations","Women",1955000,9000,2017
"4657","Transportation and utilities","Service occupations","Service occupations, except protective","Women",1955000,62000,2017
"4658","Transportation and utilities","Sales and office occupations","Sales and related occupations","Women",1955000,37000,2017
"4659","Transportation and utilities","Sales and office occupations","Office and administrative support occupations","Women",1955000,851000,2017
"4660","Transportation and utilities","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",1955000,1000,2017
"4661","Transportation and utilities","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",1955000,2000,2017
"4662","Transportation and utilities","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",1955000,16000,2017
"4663","Transportation and utilities","Production, transportation, and material moving occupations","Production occupations","Women",1955000,39000,2017
"4664","Transportation and utilities","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",1955000,584000,2017
"4665","Information","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",1132000,226000,2017
"4666","Information","Management, professional, and related occupations","Professional and related occupations","Women",1132000,399000,2017
"4667","Information","Service occupations","Protective service occupations","Women",1132000,0,2017
"4668","Information","Service occupations","Service occupations, except protective","Women",1132000,39000,2017
"4669","Information","Sales and office occupations","Sales and related occupations","Women",1132000,144000,2017
"4670","Information","Sales and office occupations","Office and administrative support occupations","Women",1132000,293000,2017
"4671","Information","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",1132000,0,2017
"4672","Information","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",1132000,0,2017
"4673","Information","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",1132000,11000,2017
"4674","Information","Production, transportation, and material moving occupations","Production occupations","Women",1132000,13000,2017
"4675","Information","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",1132000,7000,2017
"4676","Financial activities","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",5542000,2153000,2017
"4677","Financial activities","Management, professional, and related occupations","Professional and related occupations","Women",5542000,383000,2017
"4678","Financial activities","Service occupations","Protective service occupations","Women",5542000,29000,2017
"4679","Financial activities","Service occupations","Service occupations, except protective","Women",5542000,93000,2017
"4680","Financial activities","Sales and office occupations","Sales and related occupations","Women",5542000,1153000,2017
"4681","Financial activities","Sales and office occupations","Office and administrative support occupations","Women",5542000,1681000,2017
"4682","Financial activities","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",5542000,0,2017
"4683","Financial activities","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",5542000,3000,2017
"4684","Financial activities","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",5542000,12000,2017
"4685","Financial activities","Production, transportation, and material moving occupations","Production occupations","Women",5542000,21000,2017
"4686","Financial activities","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",5542000,14000,2017
"4687","Professional and business services","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",7954000,2151000,2017
"4688","Professional and business services","Management, professional, and related occupations","Professional and related occupations","Women",7954000,2198000,2017
"4689","Professional and business services","Service occupations","Protective service occupations","Women",7954000,144000,2017
"4690","Professional and business services","Service occupations","Service occupations, except protective","Women",7954000,1201000,2017
"4691","Professional and business services","Sales and office occupations","Sales and related occupations","Women",7954000,296000,2017
"4692","Professional and business services","Sales and office occupations","Office and administrative support occupations","Women",7954000,1740000,2017
"4693","Professional and business services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",7954000,3000,2017
"4694","Professional and business services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",7954000,10000,2017
"4695","Professional and business services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",7954000,18000,2017
"4696","Professional and business services","Production, transportation, and material moving occupations","Production occupations","Women",7954000,91000,2017
"4697","Professional and business services","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",7954000,101000,2017
"4698","Education and health services","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",25679000,2183000,2017
"4699","Education and health services","Management, professional, and related occupations","Professional and related occupations","Women",25679000,14096000,2017
"4700","Education and health services","Service occupations","Protective service occupations","Women",25679000,61000,2017
"4701","Education and health services","Service occupations","Service occupations, except protective","Women",25679000,5742000,2017
"4702","Education and health services","Sales and office occupations","Sales and related occupations","Women",25679000,71000,2017
"4703","Education and health services","Sales and office occupations","Office and administrative support occupations","Women",25679000,3198000,2017
