"","industry","major_occupation","minor_occupation","race_gender","industry_total","employ_n","year"
"4704","Education and health services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",25679000,1000,2017
"4705","Education and health services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",25679000,7000,2017
"4706","Education and health services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",25679000,18000,2017
"4707","Education and health services","Production, transportation, and material moving occupations","Production occupations","Women",25679000,101000,2017
"4708","Education and health services","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",25679000,201000,2017
"4709","Leisure and hospitality","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",7294000,983000,2017
"4710","Leisure and hospitality","Management, professional, and related occupations","Professional and related occupations","Women",7294000,441000,2017
"4711","Leisure and hospitality","Service occupations","Protective service occupations","Women",7294000,61000,2017
"4712","Leisure and hospitality","Service occupations","Service occupations, except protective","Women",7294000,4428000,2017
"4713","Leisure and hospitality","Sales and office occupations","Sales and related occupations","Women",7294000,762000,2017
"4714","Leisure and hospitality","Sales and office occupations","Office and administrative support occupations","Women",7294000,476000,2017
"4715","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",7294000,1000,2017
